2017-06-01 12:00:00	10.0
2017-06-01 13:00:00	20.0
2017-06-01 14:00:00	30.0
2017-06-01 17:02:27	27.600000
2017-06-01 17:02:27	27.700001
2017-06-01 17:02:27	27.799999
2017-06-01 17:02:27	27.900000
2017-06-01 17:02:27	28.000000
2017-06-01 17:02:27	28.100000
2017-06-01 17:02:27	28.200001
2017-06-01 17:02:27	28.299999
2017-06-01 17:02:27	28.400000
2017-06-01 17:02:27	28.500000
2017-06-01 17:02:27	28.600000
2017-06-01 17:02:27	28.700001
2017-06-01 17:02:28	28.799999
2017-06-01 17:02:28	28.900000
2017-06-01 17:02:28	29.000000
2017-06-01 17:02:28	29.100000
2017-06-01 17:02:28	29.200001
2017-06-01 17:02:28	29.299999
2017-06-01 17:02:28	29.400000
2017-06-01 17:02:28	29.500000
2017-06-01 17:02:28	29.600000
2017-06-01 17:02:28	29.700001
2017-06-01 17:02:29	29.799999
2017-06-01 17:02:29	29.900000
2017-06-01 17:02:29	30.000000
2017-06-01 17:02:29	30.100000
2017-06-01 17:02:29	30.200001
2017-06-01 17:02:29	30.299999
2017-06-01 17:02:29	30.400000
2017-06-01 17:02:29	30.500000
2017-06-01 17:02:29	30.600000
2017-06-01 17:02:29	30.700001
2017-06-01 17:02:30	30.799999
2017-06-01 17:02:30	30.900000
2017-06-01 17:02:30	31.000000
2017-06-01 17:02:30	31.100000
2017-06-01 17:02:30	31.200001
2017-06-01 17:02:30	31.299999
2017-06-01 17:02:30	31.400000
2017-06-01 17:02:30	31.500000
2017-06-01 17:02:30	31.600000
2017-06-01 17:02:31	31.700001
2017-06-01 17:02:31	31.799999
2017-06-01 17:02:31	31.900000
2017-06-01 17:02:31	32.000000
2017-06-01 17:02:31	32.099998
2017-06-01 17:02:31	32.200001
2017-06-01 17:02:31	32.299999
2017-06-01 17:02:31	32.400002
2017-06-01 17:02:31	32.500000
2017-06-01 17:02:31	32.599998
2017-06-01 17:02:32	32.700001
2017-06-01 17:02:32	32.799999
2017-06-01 17:02:32	32.900002
